url,status,title,address_street,area,quartos,suite,banheiros,vagas,andar,pet,mobiliado,metro_proximo,Aluguel,Condomínio,IPTU,Seguro incêndio,Taxa de serviço,Total
https://www.quintoandar.com.br/imovel/895057821/alugar/apartamento-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A62%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 24m², 1 quarto e sem vaga",Condomínios em São Paulo,24,1,1,1,,12° a 15° andar,sim,sim,sim,R$ 2.850,R$ 590,R$ 29,R$ 37,R$ 73,R$ 3.579
https://www.quintoandar.com.br/imovel/895077416/alugar/apartamento-2-quartos-pinheiros-sao-paulo?from_route=%22search_results%22&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A53%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 70m², 2 quartos e 1 vaga",Condomínios em São Paulo,70,2,0,1,1.0,4° a 7° andar,sim,sim,sim,R$ 13.000,R$ 1.250,R$ 559,R$ 165,R$ 336,R$ 15.310
https://www.quintoandar.com.br/imovel/895058897/alugar/kitnet-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=rentPriceDecreased&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A94%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 25m², 1 quarto e sem vaga",Condomínios em São Paulo,25,1,0,1,,12° a 15° andar,sim,não,sim,R$ 2.000,R$ 580,R$ 150,R$ 26,R$ 51,R$ 2.807
https://www.quintoandar.com.br/imovel/895048074/alugar/kitnet-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A58%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 23m², 1 quarto e sem vaga",Condomínios em São Paulo,23,1,0,1,,4° a 7° andar,sim,sim,sim,R$ 3.300,R$ 570,R$ 0,R$ 42,R$ 85,R$ 3.997
https://www.quintoandar.com.br/imovel/893132130/alugar/apartamento-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=newAd&house_tags=rentPriceDecreased&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A55%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 45m², 1 quarto e 1 vaga",Condomínios em São Paulo,45,1,1,2,1.0,4° a 7° andar,sim,não,sim,R$ 3.300,R$ 1.100,R$ 234,R$ 42,R$ 85,R$ 4.761
https://www.quintoandar.com.br/imovel/893191215/alugar/kitnet-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=rentPriceDecreased&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A6%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 32m², 1 quarto e 1 vaga",Condomínios em São Paulo,32,1,0,1,1.0,4° a 7° andar,sim,sim,sim,R$ 3.600,R$ 650,R$ 203,R$ 46,R$ 93,R$ 4.592
https://www.quintoandar.com.br/imovel/894558475/alugar/kitnet-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=rentPriceDecreased&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A47%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 25m², 1 quarto e sem vaga",Condomínios em São Paulo,25,1,0,1,,4° a 7° andar,não,sim,sim,R$ 3.176,R$ 470,R$ 38,R$ 41,R$ 82,R$ 3.807
https://www.quintoandar.com.br/imovel/894468114/alugar/kitnet-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A89%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 26m², 1 quarto e sem vaga",Condomínios em São Paulo,26,1,0,1,,8° a 11° andar,sim,sim,sim,R$ 4.500,R$ 700,R$ 159,R$ 58,R$ 116,R$ 5.533
https://www.quintoandar.com.br/imovel/894724309/alugar/apartamento-2-quartos-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=rentPriceDecreased&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A83%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 46m², 2 quartos e sem vaga",Condomínios em São Paulo,46,2,0,1,,4° a 7° andar,sim,sim,sim,R$ 7.000,R$ 1.500,R$ 280,R$ 89,R$ 181,R$ 9.050
https://www.quintoandar.com.br/imovel/895079611/alugar/apartamento-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A17%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 53m², 1 quarto e 1 vaga",Rua Mourato Coelho,53,1,1,1,1.0,4° a 7° andar,sim,sim,sim,R$ 4.500,R$ 1.200,R$ 255,R$ 58,R$ 116,R$ 6.129
https://www.quintoandar.com.br/imovel/894529324/alugar/apartamento-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A7%2C%22personalization%22%3Atrue%7D,success,"Apartamento para alugar com 34m², 1 quarto e 1 vaga",Rua Arruda Alvim,34,1,1,1,1.0,8° a 11° andar,sim,não,sim,R$ 2.200,R$ 1.100,R$ 102,R$ 28,R$ 56,R$ 3.486
https://www.quintoandar.com.br/imovel/895094060/alugar/kitnet-1-quarto-pinheiros-sao-paulo?from_route=%22search_results%22&house_tags=exclusivity&house_tags=newAd&search_id=%22d590af1c-b13e-48b0-8e29-338a8840a6ed%22&search_rank=%7B%22sortMode%22%3A%22relevance%22%2C%22searchMode%22%3A%22list%22%2C%22resultsOrigin%22%3A%22search%22%2C%22rank%22%3A57%2C%22personalization%22%3Atrue%7D,success,"Studio para alugar com 24m², 1 quarto e sem vaga",Condomínios em São Paulo,24,1,0,1,,12° a 15° andar,sim,sim,sim,R$ 3.035,R$ 400,R$ 0,R$ 39,R$ 78,R$ 3.552
