area,quartos,suite,banheiros,vagas,pet,mobiliado,metro_proximo,Aluguel,Condomínio,IPTU,Seguro incêndio,Taxa de serviço,Total,neighborhood,score,price_per_sqm,rent_level,price_per_room,price_per_bathroom,rent_to_condo_ratio,rooms_per_area,bathrooms_per_area,luxury_score,cluster
65.0,3.0,0,1.0,1.0,1,0,0,3500,328.0,84,45.0,90.0,4047,interlagos,62.261538461538464,62.261538461538464,Low,1349.0,4047.0,10.670731707317072,0.046153846153846156,0.015384615384615385,0,1
380.0,4.0,2,3.0,4.0,1,0,0,7990,0.0,1355,133.0,206.0,9684,interlagos,25.48421052631579,25.48421052631579,Low,2421.0,3228.0,7990.0,0.010526315789473684,0.007894736842105263,3,3
73.0,3.0,1,2.0,2.0,1,0,0,4190,900.0,200,54.0,108.0,5452,interlagos,74.68493150684931,74.68493150684931,Low,1817.3333333333333,2726.0,4.655555555555556,0.0410958904109589,0.0273972602739726,3,5
55.0,1.0,0,1.0,0.0,0,1,0,1950,200.0,0,33.0,50.0,2233,interlagos,40.6,40.6,Low,2233.0,2233.0,9.75,0.01818181818181818,0.01818181818181818,1,1
72.0,3.0,0,2.0,1.0,1,1,0,3400,840.0,0,44.0,88.0,4372,interlagos,60.72222222222222,60.72222222222222,Low,1457.3333333333333,2186.0,4.0476190476190474,0.041666666666666664,0.027777777777777776,1,1
70.0,2.0,0,1.0,2.0,0,0,0,2206,471.0,78,37.0,57.0,2849,interlagos,40.7,40.7,Low,1424.5,2849.0,4.683651804670913,0.02857142857142857,0.014285714285714285,1,1
62.0,1.0,0,1.0,1.0,1,1,0,2216,750.0,210,29.0,57.0,3262,interlagos,52.61290322580645,52.61290322580645,Low,3262.0,3262.0,2.9546666666666668,0.016129032258064516,0.016129032258064516,1,1
52.0,2.0,1,2.0,0.0,1,0,0,1767,200.0,0,23.0,45.0,2035,itaquera,39.13461538461539,39.13461538461539,Low,1017.5,1017.5,8.835,0.038461538461538464,0.038461538461538464,2,1
41.0,2.0,0,1.0,0.0,1,1,0,1400,411.0,0,18.0,36.0,1865,itaquera,45.48780487804878,45.48780487804878,Low,932.5,1865.0,3.40632603406326,0.04878048780487805,0.024390243902439025,1,1
80.0,2.0,2,3.0,2.0,1,0,1,2500,200.0,90,42.0,64.0,2896,itaquera,36.2,36.2,Low,1448.0,965.3333333333334,12.5,0.025,0.0375,4,5
49.0,2.0,0,1.0,1.0,1,0,0,1700,515.0,0,22.0,44.0,2281,itaquera,46.55102040816327,46.55102040816327,Low,1140.5,2281.0,3.3009708737864076,0.04081632653061224,0.02040816326530612,0,1
38.0,2.0,0,1.0,0.0,1,0,0,1250,0.0,0,16.0,32.0,1298,itaquera,34.1578947368421,34.1578947368421,Low,649.0,1298.0,1250.0,0.05263157894736842,0.02631578947368421,0,1
41.0,2.0,0,1.0,0.0,1,1,0,2200,380.0,0,28.0,56.0,2664,itaquera,64.97560975609755,64.97560975609755,Low,1332.0,2664.0,5.7894736842105265,0.04878048780487805,0.024390243902439025,1,1
40.0,2.0,0,1.0,0.0,0,0,1,1400,560.0,0,18.0,36.0,2014,itaquera,50.35,50.35,Low,1007.0,2014.0,2.5,0.05,0.025,1,1
40.0,2.0,0,1.0,1.0,0,0,0,1660,240.0,85,22.0,42.0,2049,itaquera,51.225,51.225,Low,1024.5,2049.0,6.916666666666667,0.05,0.025,0,1
32.0,2.0,0,1.0,0.0,1,0,1,1200,380.0,0,16.0,31.0,1627,itaquera,50.84375,50.84375,Low,813.5,1627.0,3.1578947368421053,0.0625,0.03125,1,1
40.0,2.0,0,1.0,0.0,0,0,0,1410,135.0,0,24.0,36.0,1605,itaquera,40.125,40.125,Low,802.5,1605.0,10.444444444444445,0.05,0.025,0,1
35.0,1.0,0,1.0,0.0,0,0,1,1040,185.0,35,14.0,26.0,1300,itaquera,37.142857142857146,37.142857142857146,Low,1300.0,1300.0,5.621621621621622,0.02857142857142857,0.02857142857142857,1,1
42.0,2.0,0,1.0,1.0,1,0,0,1500,230.0,94,20.0,38.0,1882,itaquera,44.80952380952381,44.80952380952381,Low,941.0,1882.0,6.521739130434782,0.047619047619047616,0.023809523809523808,0,1
46.0,2.0,0,1.0,1.0,1,0,0,1106,500.0,0,15.0,28.0,1649,itaquera,35.84782608695652,35.84782608695652,Low,824.5,1649.0,2.212,0.043478260869565216,0.021739130434782608,0,1
19.0,1.0,0,1.0,0.0,0,0,1,722,50.0,50,10.0,18.0,850,itaquera,44.73684210526316,44.73684210526316,Low,850.0,850.0,14.44,0.05263157894736842,0.05263157894736842,1,1
50.0,2.0,0,1.0,1.0,0,0,0,1350,550.0,0,18.0,34.0,1952,itaquera,39.04,39.04,Low,976.0,1952.0,2.4545454545454546,0.04,0.02,0,1
43.0,1.0,0,1.0,0.0,0,0,0,892,350.0,125,12.0,23.0,1402,itaquera,32.604651162790695,32.604651162790695,Low,1402.0,1402.0,2.5485714285714285,0.023255813953488372,0.023255813953488372,0,1
56.0,3.0,0,1.0,1.0,0,0,0,1590,200.0,0,21.0,41.0,1852,itaquera,33.07142857142857,33.07142857142857,Low,617.3333333333334,1852.0,7.95,0.05357142857142857,0.017857142857142856,0,1
19.0,1.0,0,1.0,0.0,0,0,1,790,50.0,50,11.0,20.0,921,itaquera,48.47368421052632,48.473684210526315,Low,921.0,921.0,15.8,0.05263157894736842,0.05263157894736842,1,1
40.0,2.0,0,1.0,0.0,1,0,1,1350,250.0,0,18.0,34.0,1652,itaquera,41.3,41.3,Low,826.0,1652.0,5.4,0.05,0.025,1,1
68.0,2.0,2,3.0,2.0,1,0,0,2360,100.0,0,40.0,61.0,2561,itaquera,37.66176470588236,37.661764705882355,Low,1280.5,853.6666666666666,23.6,0.029411764705882353,0.04411764705882353,3,5
80.0,2.0,2,3.0,2.0,1,0,1,2500,200.0,80,42.0,64.0,2886,itaquera,36.075,36.075,Low,1443.0,962.0,12.5,0.025,0.0375,4,5
45.0,2.0,0,1.0,1.0,0,0,1,1160,259.0,0,15.0,30.0,1464,itaquera,32.53333333333333,32.53333333333333,Low,732.0,1464.0,4.478764478764479,0.044444444444444446,0.022222222222222223,1,1
44.0,2.0,0,1.0,0.0,1,0,0,1360,160.0,15,18.0,35.0,1588,itaquera,36.09090909090909,36.09090909090909,Low,794.0,1588.0,8.5,0.045454545454545456,0.022727272727272728,0,1
32.0,2.0,0,1.0,0.0,1,0,1,1350,344.0,0,18.0,34.0,1746,itaquera,54.5625,54.5625,Low,873.0,1746.0,3.9244186046511627,0.0625,0.03125,1,1
36.0,2.0,0,1.0,0.0,0,0,1,1150,185.0,35,15.0,29.0,1414,itaquera,39.27777777777778,39.27777777777778,Low,707.0,1414.0,6.216216216216216,0.05555555555555555,0.027777777777777776,1,1
46.0,2.0,0,1.0,1.0,1,0,0,1250,498.0,0,16.0,32.0,1796,itaquera,39.04347826086956,39.04347826086956,Low,898.0,1796.0,2.5100401606425704,0.043478260869565216,0.021739130434782608,0,1
72.0,2.0,0,2.0,2.0,1,0,1,1610,838.0,0,21.0,41.0,2600,itaquera,36.11111111111112,36.111111111111114,Low,1300.0,1300.0,1.9212410501193318,0.027777777777777776,0.027777777777777776,2,1
51.0,2.0,0,1.0,0.0,1,0,1,1289,500.0,0,17.0,33.0,1839,itaquera,36.05882352941177,36.05882352941177,Low,919.5,1839.0,2.578,0.0392156862745098,0.0196078431372549,1,1
33.0,2.0,0,1.0,0.0,1,0,1,1150,236.0,2,15.0,29.0,1432,itaquera,43.39393939393939,43.39393939393939,Low,716.0,1432.0,4.872881355932203,0.06060606060606061,0.030303030303030304,1,1
46.0,2.0,0,1.0,1.0,1,0,0,1106,500.0,0,15.0,28.0,1649,itaquera,35.84782608695652,35.84782608695652,Low,824.5,1649.0,2.212,0.043478260869565216,0.021739130434782608,0,1
56.0,2.0,0,1.0,1.0,0,0,1,1600,180.0,0,21.0,41.0,1842,itaquera,32.892857142857146,32.892857142857146,Low,921.0,1842.0,8.88888888888889,0.03571428571428571,0.017857142857142856,1,1
32.0,2.0,0,1.0,0.0,1,0,1,1350,344.0,0,18.0,34.0,1746,itaquera,54.5625,54.5625,Low,873.0,1746.0,3.9244186046511627,0.0625,0.03125,1,1
68.0,2.0,2,3.0,2.0,1,0,0,2360,100.0,0,40.0,61.0,2561,itaquera,37.66176470588236,37.661764705882355,Low,1280.5,853.6666666666666,23.6,0.029411764705882353,0.04411764705882353,3,5
35.0,1.0,0,1.0,0.0,0,1,1,1180,185.0,35,15.0,30.0,1445,itaquera,41.285714285714285,41.285714285714285,Low,1445.0,1445.0,6.378378378378378,0.02857142857142857,0.02857142857142857,2,1
47.0,2.0,0,1.0,1.0,1,0,1,1360,285.0,48,18.0,35.0,1746,itaquera,37.14893617021277,37.148936170212764,Low,873.0,1746.0,4.771929824561403,0.0425531914893617,0.02127659574468085,1,1
32.0,2.0,0,1.0,0.0,1,0,1,1150,350.0,0,15.0,29.0,1544,itaquera,48.25,48.25,Low,772.0,1544.0,3.2857142857142856,0.0625,0.03125,1,1
40.0,2.0,0,1.0,0.0,0,0,1,1560,330.0,0,20.0,40.0,1950,itaquera,48.75,48.75,Low,975.0,1950.0,4.7272727272727275,0.05,0.025,1,1
48.0,2.0,0,1.0,1.0,1,0,0,1600,311.0,0,21.0,41.0,1973,itaquera,41.10416666666666,41.104166666666664,Low,986.5,1973.0,5.144694533762058,0.041666666666666664,0.020833333333333332,0,1
38.0,2.0,0,1.0,0.0,1,0,1,1690,357.0,65,22.0,43.0,2177,itaquera,57.28947368421053,57.28947368421053,Low,1088.5,2177.0,4.733893557422969,0.05263157894736842,0.02631578947368421,1,1
38.0,2.0,0,1.0,0.0,1,0,1,1400,312.0,61,24.0,36.0,1833,itaquera,48.23684210526316,48.23684210526316,Low,916.5,1833.0,4.487179487179487,0.05263157894736842,0.02631578947368421,1,1
82.0,2.0,0,1.0,1.0,1,0,1,10000,200.0,0,166.0,259.0,10625,itaquera,129.5731707317073,129.5731707317073,Low,5312.5,10625.0,50.0,0.024390243902439025,0.012195121951219513,1,2
33.0,2.0,0,1.0,0.0,1,0,1,1300,330.0,0,17.0,33.0,1680,itaquera,50.90909090909091,50.90909090909091,Low,840.0,1680.0,3.9393939393939394,0.06060606060606061,0.030303030303030304,1,1
32.0,2.0,0,1.0,0.0,1,0,1,1150,350.0,0,15.0,29.0,1544,itaquera,48.25,48.25,Low,772.0,1544.0,3.2857142857142856,0.0625,0.03125,1,1
14.0,1.0,0,1.0,0.0,0,0,1,722,50.0,50,10.0,18.0,850,itaquera,60.71428571428572,60.714285714285715,Low,850.0,850.0,14.44,0.07142857142857142,0.07142857142857142,1,1
46.0,2.0,0,1.0,1.0,1,0,0,1250,498.0,0,16.0,32.0,1796,itaquera,39.04347826086956,39.04347826086956,Low,898.0,1796.0,2.5100401606425704,0.043478260869565216,0.021739130434782608,0,1
38.0,2.0,0,1.0,0.0,1,0,0,1350,130.0,42,18.0,34.0,1574,itaquera,41.42105263157895,41.421052631578945,Low,787.0,1574.0,10.384615384615385,0.05263157894736842,0.02631578947368421,0,1
19.0,1.0,0,1.0,0.0,0,0,1,722,50.0,50,10.0,18.0,850,itaquera,44.73684210526316,44.73684210526316,Low,850.0,850.0,14.44,0.05263157894736842,0.05263157894736842,1,1
100.0,2.0,2,3.0,2.0,1,0,1,3100,150.0,109,52.0,80.0,3491,itaquera,34.91,34.91,Low,1745.5,1163.6666666666667,20.666666666666668,0.02,0.03,4,5
47.0,2.0,0,1.0,1.0,0,0,1,1630,295.0,34,21.0,42.0,2022,itaquera,43.02127659574468,43.02127659574468,Low,1011.0,2022.0,5.52542372881356,0.0425531914893617,0.02127659574468085,1,1
68.0,2.0,2,3.0,2.0,1,0,0,2360,100.0,0,40.0,61.0,2561,itaquera,37.66176470588236,37.661764705882355,Low,1280.5,853.6666666666666,23.6,0.029411764705882353,0.04411764705882353,3,5
57.0,1.0,0,1.0,1.0,0,1,1,2400,564.0,0,31.0,62.0,3057,itaquera,53.63157894736842,53.63157894736842,Low,3057.0,3057.0,4.25531914893617,0.017543859649122806,0.017543859649122806,2,0
41.0,2.0,0,1.0,0.0,1,0,1,1560,299.0,0,20.0,40.0,1919,itaquera,46.80487804878049,46.80487804878049,Low,959.5,1919.0,5.217391304347826,0.04878048780487805,0.024390243902439025,1,1
60.0,2.0,0,1.0,1.0,0,0,1,1034,230.0,0,14.0,26.0,1304,itaquera,21.73333333333333,21.733333333333334,Low,652.0,1304.0,4.495652173913044,0.03333333333333333,0.016666666666666666,1,1
42.0,2.0,0,1.0,1.0,0,0,0,1499,550.0,59,19.0,38.0,2165,itaquera,51.54761904761905,51.54761904761905,Low,1082.5,2165.0,2.7254545454545456,0.047619047619047616,0.023809523809523808,0,1
95.0,3.0,1,2.0,1.0,1,0,1,2750,600.0,94,35.0,71.0,3550,itaquera,37.36842105263158,37.36842105263158,Low,1183.3333333333333,1775.0,4.583333333333333,0.031578947368421054,0.021052631578947368,3,5
41.0,2.0,0,1.0,0.0,1,0,1,1560,299.0,0,20.0,40.0,1919,itaquera,46.80487804878049,46.80487804878049,Low,959.5,1919.0,5.217391304347826,0.04878048780487805,0.024390243902439025,1,1
38.0,2.0,0,1.0,1.0,1,0,1,1570,420.0,4,20.0,40.0,2054,itaquera,54.05263157894737,54.05263157894737,Low,1027.0,2054.0,3.738095238095238,0.05263157894736842,0.02631578947368421,1,1
49.0,2.0,0,1.0,1.0,1,0,0,1700,515.0,0,22.0,44.0,2281,itaquera,46.55102040816327,46.55102040816327,Low,1140.5,2281.0,3.3009708737864076,0.04081632653061224,0.02040816326530612,0,1
40.0,2.0,0,1.0,0.0,0,0,1,1125,185.0,35,15.0,29.0,1389,itaquera,34.725,34.725,Low,694.5,1389.0,6.081081081081081,0.05,0.025,1,1
38.0,2.0,0,1.0,0.0,1,0,1,1690,357.0,65,22.0,43.0,2177,itaquera,57.28947368421053,57.28947368421053,Low,1088.5,2177.0,4.733893557422969,0.05263157894736842,0.02631578947368421,1,1
55.0,2.0,1,2.0,1.0,1,0,1,2000,450.0,0,26.0,51.0,2527,itaquera,45.94545454545455,45.945454545454545,Low,1263.5,1263.5,4.444444444444445,0.03636363636363636,0.03636363636363636,3,1
46.0,2.0,0,1.0,1.0,1,0,1,1800,550.0,93,23.0,46.0,2512,itaquera,54.60869565217392,54.608695652173914,Low,1256.0,2512.0,3.272727272727273,0.043478260869565216,0.021739130434782608,1,1
45.0,2.0,0,1.0,0.0,0,0,1,1300,185.0,35,17.0,33.0,1570,itaquera,34.888888888888886,34.888888888888886,Low,785.0,1570.0,7.027027027027027,0.044444444444444446,0.022222222222222223,1,1
38.0,2.0,0,1.0,0.0,1,0,1,1317,357.0,0,17.0,34.0,1725,itaquera,45.39473684210526,45.39473684210526,Low,862.5,1725.0,3.689075630252101,0.05263157894736842,0.02631578947368421,1,1
41.0,2.0,0,1.0,0.0,1,0,1,1700,540.0,0,22.0,44.0,2306,itaquera,56.24390243902439,56.24390243902439,Low,1153.0,2306.0,3.1481481481481484,0.04878048780487805,0.024390243902439025,1,1
68.0,2.0,2,3.0,2.0,1,0,0,2360,100.0,0,40.0,61.0,2561,itaquera,37.66176470588236,37.661764705882355,Low,1280.5,853.6666666666666,23.6,0.029411764705882353,0.04411764705882353,3,5
45.0,2.0,0,1.0,0.0,0,0,1,1400,600.0,0,18.0,36.0,2054,itaquera,45.644444444444446,45.644444444444446,Low,1027.0,2054.0,2.3333333333333335,0.044444444444444446,0.022222222222222223,1,1
14.0,1.0,0,1.0,0.0,0,0,1,850,50.0,50,11.0,22.0,983,itaquera,70.21428571428571,70.21428571428571,Low,983.0,983.0,17.0,0.07142857142857142,0.07142857142857142,1,1
40.0,2.0,0,1.0,1.0,1,0,0,1900,225.0,34,25.0,49.0,2233,itaquera,55.825,55.825,Low,1116.5,2233.0,8.444444444444445,0.05,0.025,0,1
19.0,1.0,0,1.0,0.0,0,0,1,722,50.0,50,10.0,18.0,850,itaquera,44.73684210526316,44.73684210526316,Low,850.0,850.0,14.44,0.05263157894736842,0.05263157894736842,1,1
60.0,2.0,0,2.0,1.0,1,0,0,1580,112.0,70,27.0,40.0,1829,itaquera,30.48333333333333,30.483333333333334,Low,914.5,914.5,14.107142857142858,0.03333333333333333,0.03333333333333333,0,1
38.0,2.0,0,1.0,1.0,1,0,1,1300,120.0,59,17.0,33.0,1529,itaquera,40.23684210526316,40.23684210526316,Low,764.5,1529.0,10.833333333333334,0.05263157894736842,0.02631578947368421,1,1
41.0,2.0,0,1.0,0.0,1,0,0,1370,410.0,0,18.0,35.0,1833,itaquera,44.707317073170735,44.707317073170735,Low,916.5,1833.0,3.341463414634146,0.04878048780487805,0.024390243902439025,0,1
41.0,2.0,0,1.0,1.0,0,0,1,1500,600.0,0,20.0,38.0,2158,itaquera,52.63414634146341,52.63414634146341,Low,1079.0,2158.0,2.5,0.04878048780487805,0.024390243902439025,1,1
75.0,3.0,0,2.0,1.0,1,0,0,1650,422.0,0,21.0,42.0,2135,itaquera,28.466666666666665,28.466666666666665,Low,711.6666666666666,1067.5,3.909952606635071,0.04,0.02666666666666667,0,1
60.0,2.0,0,1.0,1.0,0,0,1,1034,230.0,0,14.0,26.0,1304,itaquera,21.73333333333333,21.733333333333334,Low,652.0,1304.0,4.495652173913044,0.03333333333333333,0.016666666666666666,1,1
45.0,2.0,0,1.0,1.0,1,0,0,1170,230.0,0,15.0,30.0,1445,itaquera,32.111111111111114,32.111111111111114,Low,722.5,1445.0,5.086956521739131,0.044444444444444446,0.022222222222222223,0,1
40.0,2.0,0,1.0,0.0,1,1,1,1300,300.0,0,17.0,33.0,1650,itaquera,41.25,41.25,Low,825.0,1650.0,4.333333333333333,0.05,0.025,2,1
35.0,2.0,0,1.0,0.0,1,0,1,1400,380.0,1,18.0,36.0,1835,itaquera,52.42857142857143,52.42857142857143,Low,917.5,1835.0,3.6842105263157894,0.05714285714285714,0.02857142857142857,1,1
120.0,3.0,1,2.0,1.0,1,0,1,2150,623.0,91,28.0,55.0,2947,itaquera,24.558333333333334,24.558333333333334,Low,982.3333333333334,1473.5,3.451043338683788,0.025,0.016666666666666666,3,5
50.0,2.0,0,1.0,1.0,0,0,0,1350,550.0,0,18.0,34.0,1952,itaquera,39.04,39.04,Low,976.0,1952.0,2.4545454545454546,0.04,0.02,0,1
72.0,3.0,0,2.0,1.0,1,0,0,1100,423.0,0,14.0,28.0,1565,itaquera,21.73611111111111,21.73611111111111,Low,521.6666666666666,782.5,2.600472813238771,0.041666666666666664,0.027777777777777776,0,1
24.0,1.0,0,1.0,0.0,1,0,0,1200,228.0,0,16.0,31.0,1475,itaquera,61.458333333333336,61.458333333333336,Low,1475.0,1475.0,5.2631578947368425,0.041666666666666664,0.041666666666666664,0,1
41.0,2.0,0,1.0,0.0,1,0,0,1200,250.0,0,16.0,31.0,1497,itaquera,36.51219512195122,36.51219512195122,Low,748.5,1497.0,4.8,0.04878048780487805,0.024390243902439025,0,1
69.0,2.0,1,2.0,1.0,1,1,1,2750,1300.0,75,35.0,71.0,4231,mandaqui,61.31884057971015,61.31884057971015,Low,2115.5,2115.5,2.1153846153846154,0.028985507246376812,0.028985507246376812,4,5
49.0,2.0,0,1.0,1.0,1,0,0,1764,761.0,5,23.0,45.0,2598,mandaqui,53.02040816326531,53.02040816326531,Low,1299.0,2598.0,2.3180026281208934,0.04081632653061224,0.02040816326530612,0,1
72.0,3.0,1,2.0,1.0,0,0,0,2500,1100.0,17,32.0,64.0,3713,mandaqui,51.56944444444444,51.56944444444444,Low,1237.6666666666667,1856.5,2.272727272727273,0.041666666666666664,0.027777777777777776,2,5
20.0,1.0,1,1.0,0.0,0,0,0,1300,350.0,0,17.0,33.0,1700,mandaqui,85.0,85.0,Low,1700.0,1700.0,3.7142857142857144,0.05,0.05,2,1
43.0,1.0,0,1.0,1.0,1,0,0,1610,680.0,186,21.0,41.0,2538,mandaqui,59.02325581395349,59.02325581395349,Low,2538.0,2538.0,2.3676470588235294,0.023255813953488372,0.023255813953488372,0,1
43.0,2.0,0,1.0,0.0,1,0,1,2250,98.0,115,29.0,58.0,2550,mandaqui,59.30232558139535,59.30232558139535,Low,1275.0,2550.0,22.959183673469386,0.046511627906976744,0.023255813953488372,1,1
70.0,3.0,0,1.0,1.0,0,0,0,2800,970.0,13,36.0,72.0,3891,mandaqui,55.58571428571429,55.58571428571429,Low,1297.0,3891.0,2.88659793814433,0.04285714285714286,0.014285714285714285,0,1
62.0,2.0,0,1.0,1.0,1,0,0,1800,740.0,0,23.0,46.0,2609,mandaqui,42.08064516129032,42.08064516129032,Low,1304.5,2609.0,2.4324324324324325,0.03225806451612903,0.016129032258064516,0,1
116.0,2.0,1,2.0,2.0,1,0,0,4300,1020.0,267,55.0,111.0,5753,mandaqui,49.5948275862069,49.5948275862069,Low,2876.5,2876.5,4.215686274509804,0.017241379310344827,0.017241379310344827,3,5
117.0,3.0,1,2.0,1.0,0,0,1,2997,321.0,18,38.0,77.0,3451,mandaqui,29.49572649572649,29.495726495726494,Low,1150.3333333333333,1725.5,9.336448598130842,0.02564102564102564,0.017094017094017096,3,5
134.0,3.0,1,2.0,2.0,1,0,0,2550,1490.0,290,33.0,66.0,4429,mandaqui,33.05223880597015,33.05223880597015,Low,1476.3333333333333,2214.5,1.7114093959731544,0.022388059701492536,0.014925373134328358,3,5
280.0,4.0,4,5.0,4.0,0,0,0,2600,3410.0,957,33.0,67.0,7067,mandaqui,25.239285714285717,25.239285714285714,Low,1766.75,1413.4,0.7624633431085044,0.014285714285714285,0.017857142857142856,3,4
60.0,2.0,0,2.0,1.0,1,0,0,1600,1.0,270,21.0,41.0,1933,mandaqui,32.21666666666667,32.21666666666667,Low,966.5,966.5,1600.0,0.03333333333333333,0.03333333333333333,0,1
20.0,1.0,1,1.0,0.0,0,0,0,955,300.0,40,13.0,24.0,1332,mandaqui,66.6,66.6,Low,1332.0,1332.0,3.183333333333333,0.05,0.05,2,1
75.0,3.0,1,2.0,1.0,1,0,0,8000,987.0,0,102.0,207.0,9296,mandaqui,123.94666666666669,123.94666666666667,Low,3098.6666666666665,4648.0,8.105369807497468,0.04,0.02666666666666667,2,5
50.0,1.0,0,1.0,1.0,1,0,1,2300,600.0,184,30.0,59.0,3173,mandaqui,63.46,63.46,Low,3173.0,3173.0,3.8333333333333335,0.02,0.02,1,1
20.0,1.0,0,1.0,0.0,0,0,0,700,350.0,0,9.0,18.0,1077,mandaqui,53.85,53.85,Low,1077.0,1077.0,2.0,0.05,0.05,0,1
205.0,3.0,3,5.0,4.0,0,0,0,8000,2900.0,466,102.0,207.0,11675,mandaqui,56.95121951219512,56.951219512195124,Medium,3891.6666666666665,2335.0,2.7586206896551726,0.014634146341463415,0.024390243902439025,3,4
61.0,3.0,0,1.0,0.0,1,0,1,2150,300.0,0,36.0,55.0,2541,mandaqui,41.65573770491803,41.65573770491803,Low,847.0,2541.0,7.166666666666667,0.04918032786885246,0.01639344262295082,1,1
60.0,2.0,0,1.0,1.0,1,0,0,2050,649.0,104,26.0,53.0,2882,mandaqui,48.03333333333333,48.03333333333333,Low,1441.0,2882.0,3.1587057010785826,0.03333333333333333,0.016666666666666666,0,1
330.0,3.0,1,2.0,5.0,1,0,0,10000,0.0,584,166.0,259.0,11009,mandaqui,33.36060606060606,33.36060606060606,Low,3669.6666666666665,5504.5,10000.0,0.00909090909090909,0.006060606060606061,3,3
115.0,3.0,1,2.0,2.0,1,0,0,2970,1098.0,103,38.0,76.0,4285,mandaqui,37.26086956521739,37.26086956521739,Low,1428.3333333333333,2142.5,2.7049180327868854,0.02608695652173913,0.017391304347826087,3,5
115.0,3.0,2,2.0,2.0,1,0,0,3468,1851.0,280,44.0,89.0,5732,mandaqui,49.84347826086957,49.84347826086957,Low,1910.6666666666667,2866.0,1.8735818476499189,0.02608695652173913,0.017391304347826087,3,5
31.0,1.0,0,1.0,0.0,0,0,0,1600,100.0,0,21.0,41.0,1762,mandaqui,56.83870967741935,56.83870967741935,Low,1762.0,1762.0,16.0,0.03225806451612903,0.03225806451612903,0,1
120.0,3.0,3,5.0,3.0,1,0,0,6500,2100.0,760,83.0,168.0,9611,mandaqui,80.09166666666667,80.09166666666667,Low,3203.6666666666665,1922.2,3.0952380952380953,0.025,0.041666666666666664,3,4
117.0,3.0,1,2.0,1.0,1,0,0,3000,727.0,24,39.0,77.0,3867,mandaqui,33.05128205128205,33.05128205128205,Low,1289.0,1933.5,4.126547455295736,0.02564102564102564,0.017094017094017096,2,5
67.0,2.0,0,1.0,1.0,1,1,0,2000,867.0,150,26.0,51.0,3094,mandaqui,46.17910447761194,46.17910447761194,Low,1547.0,3094.0,2.306805074971165,0.029850746268656716,0.014925373134328358,1,1
220.0,3.0,3,3.0,5.0,1,1,0,15000,3238.0,1609,191.0,388.0,20426,mandaqui,92.84545454545454,92.84545454545454,Medium,6808.666666666667,6808.666666666667,4.632489190858554,0.013636363636363636,0.013636363636363636,4,4
124.0,3.0,1,2.0,2.0,0,0,0,3300,1642.0,265,42.0,85.0,5334,mandaqui,43.016129032258064,43.016129032258064,Low,1778.0,2667.0,2.009744214372716,0.024193548387096774,0.016129032258064516,3,5
124.0,3.0,1,2.0,1.0,1,0,1,2960,1264.0,0,38.0,76.0,4338,mandaqui,34.983870967741936,34.983870967741936,Low,1446.0,2169.0,2.3417721518987342,0.024193548387096774,0.016129032258064516,3,5
25.0,1.0,0,1.0,0.0,1,0,0,1500,0.0,0,20.0,38.0,1573,mandaqui,62.92,62.92,Low,1573.0,1573.0,1500.0,0.04,0.04,0,1
40.0,2.0,0,1.0,1.0,1,1,0,3250,600.0,91,42.0,84.0,4067,mandaqui,101.675,101.675,Low,2033.5,4067.0,5.416666666666667,0.05,0.025,1,1
503.0,3.0,3,4.0,4.0,1,0,0,24220,6500.0,275,307.0,627.0,31929,mandaqui,63.47713717693837,63.47713717693837,High,10643.0,7982.25,3.726153846153846,0.005964214711729622,0.007952286282306162,3,4
80.0,3.0,1,2.0,2.0,1,0,0,3000,800.0,100,39.0,77.0,4016,mandaqui,50.2,50.2,Low,1338.6666666666667,2008.0,3.75,0.0375,0.025,3,5
72.0,3.0,1,2.0,1.0,0,0,0,2500,1100.0,17,32.0,64.0,3713,mandaqui,51.56944444444444,51.56944444444444,Low,1237.6666666666667,1856.5,2.272727272727273,0.041666666666666664,0.027777777777777776,2,5
48.0,2.0,1,2.0,0.0,1,0,0,1900,235.0,110,25.0,49.0,2319,mandaqui,48.3125,48.3125,Low,1159.5,1159.5,8.085106382978724,0.041666666666666664,0.041666666666666664,2,1
60.0,2.0,0,1.0,1.0,1,0,0,2050,649.0,104,26.0,53.0,2882,mandaqui,48.03333333333333,48.03333333333333,Low,1441.0,2882.0,3.1587057010785826,0.03333333333333333,0.016666666666666666,0,1
35.0,1.0,0,1.0,0.0,1,0,0,1400,50.0,85,18.0,36.0,1589,mandaqui,45.4,45.4,Low,1589.0,1589.0,28.0,0.02857142857142857,0.02857142857142857,0,1
130.0,3.0,3,4.0,2.0,1,0,1,3500,2150.0,365,45.0,90.0,6150,mandaqui,47.30769230769231,47.30769230769231,Low,2050.0,1537.5,1.627906976744186,0.023076923076923078,0.03076923076923077,4,5
75.0,3.0,1,2.0,1.0,1,0,0,8000,987.0,0,102.0,207.0,9296,mandaqui,123.94666666666669,123.94666666666667,Low,3098.6666666666665,4648.0,8.105369807497468,0.04,0.02666666666666667,2,5
49.0,2.0,0,1.0,1.0,1,0,0,1764,761.0,5,23.0,45.0,2598,mandaqui,53.02040816326531,53.02040816326531,Low,1299.0,2598.0,2.3180026281208934,0.04081632653061224,0.02040816326530612,0,1
