area,quartos,suite,banheiros,vagas,pet,mobiliado,metro_proximo,Aluguel,Condomínio,IPTU,Seguro incêndio,Taxa de serviço,Total,neighborhood,score,price_per_sqm,rent_level,price_per_room,price_per_bathroom,rent_to_condo_ratio,rooms_per_area,bathrooms_per_area,luxury_score,cluster
30.0,1.0,0,1.0,0.0,0,1,1,3900,500.0,111,50.0,101.0,4662,pinheiros,155.4,155.4,Low,4662.0,4662.0,7.8,0.03333333333333333,0.03333333333333333,2,0
66.0,2.0,1,2.0,1.0,1,1,1,12000,1400.0,406,153.0,310.0,14269,pinheiros,216.1969696969697,216.1969696969697,Medium,7134.5,7134.5,8.571428571428571,0.030303030303030304,0.030303030303030304,4,2
30.0,1.0,1,1.0,1.0,1,1,1,3315,800.0,100,42.0,85.0,4342,pinheiros,144.73333333333332,144.73333333333332,Low,4342.0,4342.0,4.14375,0.03333333333333333,0.03333333333333333,4,0
24.0,1.0,0,1.0,0.0,0,1,1,3100,300.0,8,40.0,80.0,3528,pinheiros,147.0,147.0,Low,3528.0,3528.0,10.333333333333334,0.041666666666666664,0.041666666666666664,2,0
140.0,2.0,0,2.0,1.0,1,0,1,5000,1100.0,250,64.0,129.0,6543,pinheiros,46.73571428571429,46.73571428571429,Low,3271.5,3271.5,4.545454545454546,0.014285714285714285,0.014285714285714285,1,5
30.0,1.0,0,1.0,0.0,0,1,1,3100,520.0,86,40.0,80.0,3826,pinheiros,127.53333333333332,127.53333333333333,Low,3826.0,3826.0,5.961538461538462,0.03333333333333333,0.03333333333333333,2,0
27.0,1.0,0,1.0,0.0,1,0,1,2300,300.0,83,30.0,59.0,2772,santana,102.66666666666669,102.66666666666667,Low,2772.0,2772.0,7.666666666666667,0.037037037037037035,0.037037037037037035,1,1
52.0,2.0,0,1.0,1.0,1,0,1,1910,700.0,0,25.0,49.0,2684,santana,51.61538461538461,51.61538461538461,Low,1342.0,2684.0,2.7285714285714286,0.038461538461538464,0.019230769230769232,1,1
35.0,1.0,0,1.0,1.0,0,0,1,1300,765.0,0,17.0,33.0,2115,santana,60.42857142857143,60.42857142857143,Low,2115.0,2115.0,1.6993464052287581,0.02857142857142857,0.02857142857142857,1,1
12.0,1.0,1,1.0,0.0,1,0,1,1149,20.0,53,15.0,29.0,1266,santana,105.5,105.5,Low,1266.0,1266.0,57.45,0.08333333333333333,0.08333333333333333,3,0
70.0,2.0,0,1.0,0.0,1,0,0,2500,350.0,0,32.0,64.0,2946,santana,42.08571428571429,42.08571428571429,Low,1473.0,2946.0,7.142857142857143,0.02857142857142857,0.014285714285714285,0,1
25.0,1.0,0,1.0,0.0,1,1,1,2600,300.0,80,33.0,67.0,3080,santana,123.2,123.2,Low,3080.0,3080.0,8.666666666666666,0.04,0.04,2,0
105.0,3.0,1,2.0,3.0,1,1,0,3700,1639.0,600,47.0,95.0,6081,santana,57.91428571428571,57.91428571428571,Low,2027.0,3040.5,2.2574740695546063,0.02857142857142857,0.01904761904761905,4,5
25.0,1.0,1,1.0,0.0,0,0,1,1800,355.0,64,23.0,46.0,2288,santana,91.52,91.52,Low,2288.0,2288.0,5.070422535211268,0.04,0.04,3,0
90.0,3.0,0,2.0,2.0,1,0,1,2720,980.0,259,35.0,70.0,4064,santana,45.15555555555556,45.15555555555556,Low,1354.6666666666667,2032.0,2.7755102040816326,0.03333333333333333,0.022222222222222223,2,5
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
59.0,2.0,0,1.0,1.0,1,0,1,2265,682.0,42,29.0,58.0,3076,santana,52.13559322033898,52.13559322033898,Low,1538.0,3076.0,3.3211143695014664,0.03389830508474576,0.01694915254237288,1,1
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
26.0,1.0,1,1.0,0.0,0,1,1,2400,270.0,88,31.0,62.0,2851,santana,109.65384615384616,109.65384615384616,Low,2851.0,2851.0,8.88888888888889,0.038461538461538464,0.038461538461538464,4,0
65.0,2.0,0,1.0,1.0,1,0,1,2100,1000.0,167,27.0,54.0,3348,santana,51.50769230769231,51.50769230769231,Low,1674.0,3348.0,2.1,0.03076923076923077,0.015384615384615385,1,1
78.0,3.0,0,2.0,0.0,0,0,1,2750,1200.0,92,35.0,71.0,4148,santana,53.17948717948718,53.17948717948718,Low,1382.6666666666667,2074.0,2.2916666666666665,0.038461538461538464,0.02564102564102564,1,1
66.0,3.0,1,2.0,2.0,0,0,0,2800,1200.0,84,36.0,72.0,4192,santana,63.51515151515152,63.515151515151516,Low,1397.3333333333333,2096.0,2.3333333333333335,0.045454545454545456,0.030303030303030304,3,5
44.0,1.0,0,1.0,1.0,0,1,1,2700,670.0,125,35.0,69.0,3599,santana,81.79545454545455,81.79545454545455,Low,3599.0,3599.0,4.029850746268656,0.022727272727272728,0.022727272727272728,2,0
155.0,4.0,1,3.0,1.0,1,0,1,4000,1200.0,339,51.0,103.0,5693,santana,36.729032258064514,36.729032258064514,Low,1423.25,1897.6666666666667,3.3333333333333335,0.025806451612903226,0.01935483870967742,3,5
105.0,3.0,1,3.0,2.0,1,0,0,4500,1600.0,508,58.0,116.0,6782,santana,64.5904761904762,64.5904761904762,Low,2260.6666666666665,2260.6666666666665,2.8125,0.02857142857142857,0.02857142857142857,3,5
52.0,2.0,1,1.0,1.0,1,1,0,3250,930.0,86,42.0,84.0,4392,santana,84.46153846153847,84.46153846153847,Low,2196.0,4392.0,3.4946236559139785,0.038461538461538464,0.019230769230769232,3,5
41.0,1.0,0,1.0,1.0,1,1,1,2300,780.0,175,30.0,59.0,3344,santana,81.5609756097561,81.5609756097561,Low,3344.0,3344.0,2.948717948717949,0.024390243902439025,0.024390243902439025,2,0
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
42.0,1.0,1,1.0,0.0,1,0,1,2020,250.0,50,26.0,52.0,2398,santana,57.095238095238095,57.095238095238095,Low,2398.0,2398.0,8.08,0.023809523809523808,0.023809523809523808,3,1
30.0,1.0,0,1.0,1.0,1,0,1,1490,360.0,0,19.0,38.0,1907,santana,63.56666666666667,63.56666666666667,Low,1907.0,1907.0,4.138888888888889,0.03333333333333333,0.03333333333333333,1,1
63.0,2.0,1,2.0,1.0,1,0,0,4400,621.0,184,56.0,113.0,5374,santana,85.3015873015873,85.3015873015873,Low,2687.0,2687.0,7.085346215780999,0.031746031746031744,0.031746031746031744,2,5
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
50.0,1.0,0,1.0,1.0,0,0,0,2800,638.0,53,36.0,72.0,3599,santana,71.98,71.98,Low,3599.0,3599.0,4.38871473354232,0.02,0.02,0,1
37.0,1.0,0,1.0,0.0,1,0,0,1799,1.0,650,23.0,46.0,2519,santana,68.08108108108108,68.08108108108108,Low,2519.0,2519.0,1799.0,0.02702702702702703,0.02702702702702703,0,1
25.0,1.0,1,1.0,0.0,1,1,1,2500,275.0,88,32.0,64.0,2959,santana,118.36,118.36,Low,2959.0,2959.0,9.090909090909092,0.04,0.04,4,0
37.0,2.0,0,1.0,0.0,0,0,0,2800,498.0,0,36.0,72.0,3406,santana,92.05405405405403,92.05405405405405,Low,1703.0,3406.0,5.622489959839357,0.05405405405405406,0.02702702702702703,0,1
33.0,1.0,0,1.0,0.0,1,0,0,1680,80.0,52,22.0,43.0,1877,santana,56.87878787878788,56.878787878787875,Low,1877.0,1877.0,21.0,0.030303030303030304,0.030303030303030304,0,1
29.0,1.0,1,1.0,0.0,1,0,1,1940,500.0,125,25.0,50.0,2640,santana,91.03448275862068,91.03448275862068,Low,2640.0,2640.0,3.88,0.034482758620689655,0.034482758620689655,3,0
43.0,2.0,0,1.0,0.0,1,0,1,2250,98.0,115,29.0,58.0,2550,santana,59.30232558139535,59.30232558139535,Low,1275.0,2550.0,22.959183673469386,0.046511627906976744,0.023255813953488372,1,1
55.0,2.0,0,2.0,1.0,1,0,1,2130,935.0,76,27.0,55.0,3223,santana,58.6,58.6,Low,1611.5,1611.5,2.27807486631016,0.03636363636363636,0.03636363636363636,1,1
52.0,2.0,0,1.0,1.0,1,0,1,1910,700.0,0,25.0,49.0,2684,santana,51.61538461538461,51.61538461538461,Low,1342.0,2684.0,2.7285714285714286,0.038461538461538464,0.019230769230769232,1,1
97.0,3.0,1,2.0,1.0,1,0,1,2900,1184.0,232,37.0,75.0,4428,santana,45.64948453608248,45.649484536082475,Low,1476.0,2214.0,2.449324324324324,0.030927835051546393,0.020618556701030927,3,5
90.0,3.0,0,2.0,2.0,1,0,1,2720,980.0,259,35.0,70.0,4064,santana,45.15555555555556,45.15555555555556,Low,1354.6666666666667,2032.0,2.7755102040816326,0.03333333333333333,0.022222222222222223,2,5
200.0,3.0,1,2.0,1.0,0,0,1,3000,80.0,607,39.0,77.0,3803,santana,19.015,19.015,Low,1267.6666666666667,1901.5,37.5,0.015,0.01,3,5
41.0,1.0,0,1.0,1.0,1,1,1,2400,700.0,188,31.0,62.0,3381,santana,82.46341463414635,82.46341463414635,Low,3381.0,3381.0,3.4285714285714284,0.024390243902439025,0.024390243902439025,2,0
42.0,1.0,0,1.0,1.0,0,1,1,4500,570.0,55,58.0,116.0,5299,santana,126.16666666666669,126.16666666666667,Low,5299.0,5299.0,7.894736842105263,0.023809523809523808,0.023809523809523808,2,2
40.0,1.0,1,2.0,1.0,1,0,1,2440,890.0,38,31.0,63.0,3462,santana,86.55,86.55,Low,3462.0,1731.0,2.741573033707865,0.025,0.05,3,0
12.0,1.0,1,1.0,0.0,1,0,1,1149,20.0,53,15.0,29.0,1266,santana,105.5,105.5,Low,1266.0,1266.0,57.45,0.08333333333333333,0.08333333333333333,3,0
41.0,1.0,0,1.0,1.0,1,1,1,2600,900.0,188,33.0,67.0,3788,santana,92.39024390243902,92.39024390243902,Low,3788.0,3788.0,2.888888888888889,0.024390243902439025,0.024390243902439025,2,0
27.0,1.0,0,1.0,0.0,1,0,0,1500,300.0,0,20.0,38.0,1858,santana,68.81481481481481,68.81481481481481,Low,1858.0,1858.0,5.0,0.037037037037037035,0.037037037037037035,0,1
85.0,2.0,0,1.0,1.0,1,0,0,2500,670.0,0,32.0,64.0,3266,santana,38.423529411764704,38.423529411764704,Low,1633.0,3266.0,3.7313432835820897,0.023529411764705882,0.011764705882352941,0,1
114.0,3.0,2,3.0,2.0,1,1,0,4500,1935.0,205,58.0,116.0,6814,santana,59.77192982456141,59.771929824561404,Low,2271.3333333333335,2271.3333333333335,2.3255813953488373,0.02631578947368421,0.02631578947368421,4,5
78.0,2.0,0,1.0,1.0,1,0,1,2125,1143.0,78,27.0,55.0,3428,santana,43.94871794871795,43.94871794871795,Low,1714.0,3428.0,1.8591426071741033,0.02564102564102564,0.01282051282051282,1,1
12.0,1.0,1,1.0,0.0,0,0,0,1100,0.0,0,14.0,28.0,1142,santana,95.16666666666669,95.16666666666667,Low,1142.0,1142.0,1100.0,0.08333333333333333,0.08333333333333333,2,1
220.0,2.0,2,3.0,4.0,1,1,1,6000,2549.0,1036,77.0,155.0,9817,santana,44.62272727272728,44.622727272727275,Low,4908.5,3272.3333333333335,2.3538642604943116,0.00909090909090909,0.013636363636363636,5,4
41.0,1.0,0,1.0,1.0,1,1,1,2400,900.0,188,31.0,62.0,3581,santana,87.34146341463415,87.34146341463415,Low,3581.0,3581.0,2.6666666666666665,0.024390243902439025,0.024390243902439025,2,0
80.0,3.0,1,2.0,2.0,1,0,0,3000,800.0,100,39.0,77.0,4016,santana,50.2,50.2,Low,1338.6666666666667,2008.0,3.75,0.0375,0.025,3,5
107.0,4.0,1,2.0,0.0,1,0,1,2150,504.0,0,28.0,55.0,2737,santana,25.57943925233645,25.57943925233645,Low,684.25,1368.5,4.265873015873016,0.037383177570093455,0.018691588785046728,3,5
25.0,1.0,1,1.0,1.0,0,0,1,2700,400.0,195,35.0,69.0,3399,santana,135.96,135.96,Low,3399.0,3399.0,6.75,0.04,0.04,3,0
60.0,1.0,0,1.0,1.0,0,1,1,1500,1932.0,428,20.0,38.0,3918,santana,65.3,65.3,Low,3918.0,3918.0,0.7763975155279503,0.016666666666666666,0.016666666666666666,2,0
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
25.0,1.0,0,1.0,1.0,1,1,1,2100,360.0,0,27.0,54.0,2541,santana,101.64,101.64,Low,2541.0,2541.0,5.833333333333333,0.04,0.04,2,0
41.0,1.0,0,1.0,1.0,1,1,1,2600,850.0,188,33.0,67.0,3738,santana,91.17073170731707,91.17073170731707,Low,3738.0,3738.0,3.0588235294117645,0.024390243902439025,0.024390243902439025,2,0
41.0,1.0,0,1.0,1.0,1,1,1,2500,900.0,188,32.0,64.0,3684,santana,89.85365853658537,89.85365853658537,Low,3684.0,3684.0,2.7777777777777777,0.024390243902439025,0.024390243902439025,2,0
220.0,2.0,2,3.0,4.0,1,1,1,6000,2549.0,1036,77.0,155.0,9817,santana,44.62272727272728,44.622727272727275,Low,4908.5,3272.3333333333335,2.3538642604943116,0.00909090909090909,0.013636363636363636,5,4
40.0,1.0,0,1.0,2.0,1,0,0,2470,865.0,263,32.0,63.0,3693,santana,92.325,92.325,Low,3693.0,3693.0,2.8554913294797686,0.025,0.025,1,1
40.0,1.0,0,1.0,1.0,0,0,1,1400,851.0,0,24.0,36.0,2311,santana,57.775,57.775,Low,2311.0,2311.0,1.645123384253819,0.025,0.025,1,1
117.0,3.0,1,2.0,1.0,1,0,0,3000,727.0,24,39.0,77.0,3867,santana,33.05128205128205,33.05128205128205,Low,1289.0,1933.5,4.126547455295736,0.02564102564102564,0.017094017094017096,2,5
120.0,3.0,1,2.0,1.0,1,0,1,2150,1243.0,277,28.0,55.0,3753,santana,31.275,31.275,Low,1251.0,1876.5,1.7296862429605793,0.025,0.016666666666666666,3,5
25.0,1.0,1,1.0,0.0,1,1,1,2243,300.0,77,29.0,58.0,2707,santana,108.28,108.28,Low,2707.0,2707.0,7.476666666666667,0.04,0.04,4,0
70.0,2.0,1,1.0,0.0,1,0,1,1930,589.0,0,25.0,49.0,2593,santana,37.04285714285714,37.042857142857144,Low,1296.5,2593.0,3.2767402376910018,0.02857142857142857,0.014285714285714285,3,1
150.0,4.0,1,3.0,3.0,0,0,0,5300,2113.0,760,68.0,137.0,8378,santana,55.85333333333333,55.85333333333333,Low,2094.5,2792.6666666666665,2.5082820634169427,0.02666666666666667,0.02,3,5
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
170.0,3.0,3,3.0,4.0,1,0,0,11250,2750.0,1270,143.0,291.0,15704,santana,92.37647058823528,92.37647058823529,Medium,5234.666666666667,5234.666666666667,4.090909090909091,0.01764705882352941,0.01764705882352941,3,4
28.0,1.0,0,1.0,0.0,1,0,1,1470,250.0,9,19.0,38.0,1786,santana,63.785714285714285,63.785714285714285,Low,1786.0,1786.0,5.88,0.03571428571428571,0.03571428571428571,1,1
96.0,2.0,2,4.0,2.0,1,0,1,4800,900.0,479,61.0,124.0,6364,santana,66.29166666666667,66.29166666666667,Low,3182.0,1591.0,5.333333333333333,0.020833333333333332,0.041666666666666664,4,5
67.0,2.0,0,1.0,0.0,1,0,1,2100,365.0,0,27.0,54.0,2546,santana,38.0,38.0,Low,1273.0,2546.0,5.7534246575342465,0.029850746268656716,0.014925373134328358,1,1
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
45.0,1.0,0,1.0,1.0,1,0,1,1600,775.0,10,21.0,41.0,2447,santana,54.37777777777778,54.37777777777778,Low,2447.0,2447.0,2.064516129032258,0.022222222222222223,0.022222222222222223,1,1
46.0,2.0,0,1.0,1.0,1,1,1,2900,770.0,167,37.0,75.0,3949,santana,85.84782608695652,85.84782608695652,Low,1974.5,3949.0,3.7662337662337664,0.043478260869565216,0.021739130434782608,2,0
93.0,3.0,1,2.0,2.0,1,0,0,5615,1200.0,417,72.0,145.0,7449,santana,80.09677419354838,80.09677419354838,Low,2483.0,3724.5,4.679166666666666,0.03225806451612903,0.021505376344086023,3,5
24.0,1.0,1,1.0,0.0,1,0,0,1700,120.0,0,22.0,44.0,1886,santana,78.58333333333333,78.58333333333333,Low,1886.0,1886.0,14.166666666666666,0.041666666666666664,0.041666666666666664,2,1
24.0,1.0,0,1.0,1.0,1,0,1,1785,212.0,0,23.0,46.0,2066,santana,86.08333333333333,86.08333333333333,Low,2066.0,2066.0,8.419811320754716,0.041666666666666664,0.041666666666666664,1,1
72.0,2.0,1,2.0,1.0,1,0,0,3160,1005.0,214,41.0,81.0,4501,santana,62.513888888888886,62.513888888888886,Low,2250.5,2250.5,3.144278606965174,0.027777777777777776,0.027777777777777776,2,5
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
25.0,1.0,0,1.0,1.0,1,1,1,2200,370.0,94,28.0,56.0,2748,santana,109.92,109.92,Low,2748.0,2748.0,5.945945945945946,0.04,0.04,2,0
120.0,3.0,3,5.0,3.0,1,0,0,6500,2100.0,760,83.0,168.0,9611,santana,80.09166666666667,80.09166666666667,Low,3203.6666666666665,1922.2,3.0952380952380953,0.025,0.041666666666666664,3,4
32.0,1.0,1,1.0,1.0,1,1,1,1900,330.0,94,25.0,49.0,2398,santana,74.9375,74.9375,Low,2398.0,2398.0,5.757575757575758,0.03125,0.03125,4,0
70.0,2.0,2,2.0,2.0,1,0,0,3650,982.0,216,47.0,94.0,4989,santana,71.27142857142857,71.27142857142857,Low,2494.5,2494.5,3.716904276985743,0.02857142857142857,0.02857142857142857,3,5
110.0,3.0,1,2.0,1.0,1,0,1,2620,1600.0,0,34.0,67.0,4321,santana,39.28181818181818,39.28181818181818,Low,1440.3333333333333,2160.5,1.6375,0.02727272727272727,0.01818181818181818,3,5
37.0,1.0,0,1.0,0.0,1,0,0,1799,1.0,667,23.0,46.0,2536,santana,68.54054054054055,68.54054054054055,Low,2536.0,2536.0,1799.0,0.02702702702702703,0.02702702702702703,0,1
97.0,3.0,1,2.0,1.0,1,0,1,2900,1184.0,232,37.0,75.0,4428,santana,45.64948453608248,45.649484536082475,Low,1476.0,2214.0,2.449324324324324,0.030927835051546393,0.020618556701030927,3,5
30.0,1.0,0,1.0,1.0,1,0,1,2805,298.0,38,36.0,72.0,3249,santana,108.3,108.3,Low,3249.0,3249.0,9.412751677852349,0.03333333333333333,0.03333333333333333,1,0
60.0,2.0,0,1.0,1.0,1,0,1,2400,596.0,34,31.0,62.0,3123,santana,52.05,52.05,Low,1561.5,3123.0,4.026845637583893,0.03333333333333333,0.016666666666666666,1,1
47.0,1.0,0,1.0,1.0,0,0,1,1700,908.0,0,22.0,44.0,2674,santana,56.8936170212766,56.8936170212766,Low,2674.0,2674.0,1.8722466960352422,0.02127659574468085,0.02127659574468085,1,1
21.0,1.0,0,1.0,0.0,1,0,0,1350,300.0,0,18.0,34.0,1702,santana,81.04761904761905,81.04761904761905,Low,1702.0,1702.0,4.5,0.047619047619047616,0.047619047619047616,0,1
55.0,1.0,0,1.0,1.0,1,1,1,2500,799.0,185,32.0,64.0,3580,santana,65.0909090909091,65.0909090909091,Low,3580.0,3580.0,3.1289111389236544,0.01818181818181818,0.01818181818181818,2,0
42.0,1.0,0,1.0,1.0,1,0,1,2750,579.0,184,35.0,71.0,3619,santana,86.16666666666667,86.16666666666667,Low,3619.0,3619.0,4.7495682210708114,0.023809523809523808,0.023809523809523808,1,1
25.0,1.0,1,1.0,0.0,0,1,1,2550,360.0,0,33.0,66.0,3009,santana,120.36,120.36,Low,3009.0,3009.0,7.083333333333333,0.04,0.04,4,0
31.0,1.0,1,2.0,0.0,1,0,1,2200,750.0,134,28.0,56.0,3168,santo-amaro,102.19354838709675,102.19354838709677,Low,3168.0,1584.0,2.933333333333333,0.03225806451612903,0.06451612903225806,3,0
54.0,1.0,1,2.0,1.0,0,1,1,4000,600.0,38,51.0,103.0,4792,santo-amaro,88.74074074074075,88.74074074074075,Low,4792.0,2396.0,6.666666666666667,0.018518518518518517,0.037037037037037035,4,0
30.0,1.0,1,1.0,0.0,0,1,1,2400,480.0,66,31.0,62.0,3039,santo-amaro,101.3,101.3,Low,3039.0,3039.0,5.0,0.03333333333333333,0.03333333333333333,4,0
41.0,2.0,0,1.0,0.0,1,1,1,4000,850.0,75,51.0,103.0,5079,santo-amaro,123.8780487804878,123.8780487804878,Low,2539.5,5079.0,4.705882352941177,0.04878048780487805,0.024390243902439025,2,0
40.0,1.0,0,1.0,0.0,0,1,1,2800,480.0,0,36.0,72.0,3388,santo-amaro,84.7,84.7,Low,3388.0,3388.0,5.833333333333333,0.025,0.025,2,0
40.0,1.0,1,1.0,2.0,0,0,1,1825,0.0,0,24.0,47.0,1896,santo-amaro,47.4,47.4,Low,1896.0,1896.0,1825.0,0.025,0.025,4,1
66.0,2.0,1,2.0,2.0,0,0,1,4450,1200.0,301,57.0,115.0,6123,santo-amaro,92.77272727272728,92.77272727272727,Low,3061.5,3061.5,3.7083333333333335,0.030303030303030304,0.030303030303030304,4,5
36.0,2.0,1,1.0,0.0,0,0,0,2590,480.0,0,33.0,67.0,3170,santo-amaro,88.05555555555556,88.05555555555556,Low,1585.0,3170.0,5.395833333333333,0.05555555555555555,0.027777777777777776,2,1
50.0,1.0,1,1.0,1.0,1,1,0,5060,1200.0,0,65.0,131.0,6456,santo-amaro,129.12,129.12,Low,6456.0,6456.0,4.216666666666667,0.02,0.02,3,2
27.0,1.0,0,1.0,0.0,1,1,1,2500,500.0,0,32.0,64.0,3096,santo-amaro,114.66666666666669,114.66666666666667,Low,3096.0,3096.0,5.0,0.037037037037037035,0.037037037037037035,2,0
71.0,3.0,1,2.0,1.0,1,0,1,4500,550.0,0,58.0,116.0,5224,santo-amaro,73.5774647887324,73.5774647887324,Low,1741.3333333333333,2612.0,8.181818181818182,0.04225352112676056,0.028169014084507043,3,5
35.0,1.0,0,1.0,1.0,1,1,1,2900,900.0,0,37.0,75.0,3912,santo-amaro,111.77142857142856,111.77142857142857,Low,3912.0,3912.0,3.2222222222222223,0.02857142857142857,0.02857142857142857,2,0
22.0,1.0,0,1.0,0.0,1,1,1,2600,450.0,0,33.0,67.0,3150,santo-amaro,143.1818181818182,143.1818181818182,Low,3150.0,3150.0,5.777777777777778,0.045454545454545456,0.045454545454545456,2,0
66.0,2.0,1,2.0,2.0,1,0,1,3999,1000.0,274,51.0,103.0,5427,santo-amaro,82.22727272727273,82.22727272727273,Low,2713.5,2713.5,3.999,0.030303030303030304,0.030303030303030304,4,5
82.0,3.0,0,1.0,1.0,0,1,1,2780,975.0,195,36.0,72.0,4058,santo-amaro,49.48780487804878,49.48780487804878,Low,1352.6666666666667,4058.0,2.8512820512820514,0.036585365853658534,0.012195121951219513,2,1
27.0,1.0,1,1.0,0.0,1,1,1,2650,737.0,150,34.0,68.0,3639,santo-amaro,134.77777777777777,134.77777777777777,Low,3639.0,3639.0,3.5956580732700134,0.037037037037037035,0.037037037037037035,4,0
25.0,1.0,0,1.0,0.0,1,1,1,3000,400.0,7,39.0,77.0,3523,santo-amaro,140.92,140.92,Low,3523.0,3523.0,7.5,0.04,0.04,2,0
50.0,2.0,0,1.0,0.0,1,0,1,2700,370.0,74,35.0,69.0,3248,santo-amaro,64.96,64.96,Low,1624.0,3248.0,7.297297297297297,0.04,0.02,1,1
23.0,1.0,1,1.0,0.0,0,1,1,2850,400.0,60,37.0,73.0,3420,santo-amaro,148.69565217391303,148.69565217391303,Low,3420.0,3420.0,7.125,0.043478260869565216,0.043478260869565216,4,0
32.0,1.0,1,1.0,1.0,1,1,1,2200,840.0,0,28.0,56.0,3124,santo-amaro,97.625,97.625,Low,3124.0,3124.0,2.619047619047619,0.03125,0.03125,4,0
22.0,1.0,0,1.0,0.0,0,1,1,2500,453.0,55,32.0,64.0,3104,santo-amaro,141.0909090909091,141.0909090909091,Low,3104.0,3104.0,5.518763796909492,0.045454545454545456,0.045454545454545456,2,0
25.0,1.0,1,1.0,1.0,1,1,1,2830,508.0,21,36.0,73.0,3468,santo-amaro,138.72,138.72,Low,3468.0,3468.0,5.570866141732283,0.04,0.04,4,0
70.0,2.0,0,1.0,1.0,1,0,1,5350,1070.0,280,68.0,138.0,6906,santo-amaro,98.65714285714286,98.65714285714286,Low,3453.0,6906.0,5.0,0.02857142857142857,0.014285714285714285,1,2
24.0,1.0,0,1.0,0.0,1,1,1,2800,600.0,0,36.0,72.0,3508,santo-amaro,146.16666666666666,146.16666666666666,Low,3508.0,3508.0,4.666666666666667,0.041666666666666664,0.041666666666666664,2,0
64.0,2.0,0,2.0,1.0,1,0,1,2178,675.0,0,28.0,56.0,2937,santo-amaro,45.890625,45.890625,Low,1468.5,1468.5,3.2266666666666666,0.03125,0.03125,1,1
35.0,1.0,0,1.0,0.0,1,0,1,1900,800.0,184,25.0,49.0,2958,santo-amaro,84.51428571428572,84.51428571428572,Low,2958.0,2958.0,2.375,0.02857142857142857,0.02857142857142857,1,1
43.0,1.0,0,1.0,1.0,1,1,1,3800,791.0,72,49.0,98.0,4810,santo-amaro,111.86046511627907,111.86046511627907,Low,4810.0,4810.0,4.804045512010114,0.023255813953488372,0.023255813953488372,2,2
43.0,2.0,0,1.0,0.0,0,1,1,3590,323.0,0,46.0,92.0,4051,santo-amaro,94.2093023255814,94.20930232558139,Low,2025.5,4051.0,11.114551083591332,0.046511627906976744,0.023255813953488372,2,0
65.0,3.0,0,1.0,1.0,1,0,1,3500,1600.0,0,45.0,90.0,5369,santo-amaro,82.6,82.6,Low,1789.6666666666667,5369.0,2.1875,0.046153846153846156,0.015384615384615385,1,1
25.0,1.0,0,1.0,0.0,0,1,1,2500,350.0,47,32.0,64.0,2993,santo-amaro,119.72,119.72,Low,2993.0,2993.0,7.142857142857143,0.04,0.04,2,0
87.0,2.0,2,3.0,2.0,1,0,0,7500,2000.0,0,96.0,194.0,9790,santo-amaro,112.52873563218392,112.52873563218391,Low,4895.0,3263.3333333333335,3.75,0.022988505747126436,0.034482758620689655,3,5
34.0,1.0,0,1.0,0.0,0,1,1,3620,500.0,35,46.0,93.0,4294,santo-amaro,126.29411764705884,126.29411764705883,Low,4294.0,4294.0,7.24,0.029411764705882353,0.029411764705882353,2,0
26.0,1.0,0,1.0,0.0,1,0,1,2350,400.0,67,30.0,60.0,2907,santo-amaro,111.8076923076923,111.8076923076923,Low,2907.0,2907.0,5.875,0.038461538461538464,0.038461538461538464,1,0
47.0,1.0,1,1.0,1.0,1,0,1,2800,512.0,98,36.0,72.0,3518,santo-amaro,74.85106382978724,74.85106382978724,Low,3518.0,3518.0,5.46875,0.02127659574468085,0.02127659574468085,3,0
